2	-5	-4	-6	2	
65	66	59	64	65	
87	85	76	80	85	
69	73	66	75	73	
39	44	42	34	35	
18	19	27	20	22	
93	98	91	87	77	
2	7	15	24	30	
79	87	84	85	91	
-29	-25	-16	-24	-31	
59	57	61	65	58	
-8	-15	-12	-17	-17	
67	63	55	53	53	
-29	-29	-29	-23	-20	
65	67	67	57	56	
-9	-5	-15	-13	-6	
38	37	45	36	45	
20	20	13	10	5	
22	28	22	18	24	
11	2	-1	-1	-3	
6	11	3	1	-4	
89	91	89	81	72	
30	22	24	16	20	
32	30	37	47	42	
66	57	52	42	50	
1	2	2	3	3	
34	36	38	34	33	
29	38	48	58	52	
26	19	18	17	16	
66	74	74	72	66	
45	45	43	47	56	
27	31	41	51	52	
3	6	15	18	24	
-24	-21	-27	-20	-27	
66	70	78	84	87	
84	91	84	81	90	
17	26	34	31	31	
20	16	7	10	0	
-1	-10	-16	-13	-11	
21	26	29	31	25	
-21	-16	-21	-14	-7	
-26	-34	-36	-44	-50	
85	77	87	88	85	
-28	-37	-33	-39	-39	
-14	-12	-5	-15	-17	
60	59	64	70	62	
78	69	69	71	69	
67	67	64	66	59	
-21	-29	-19	-17	-14	
73	66	63	55	62	
-1	6	8	7	6	
-28	-23	-21	-21	-20	
58	48	38	34	35	
0	0	0	-6	-12	
28	20	24	17	12	
59	60	51	53	62	
-27	-19	-29	-23	-29	
-9	0	-1	-7	-12	
103	111	115	123	122	
48	43	39	31	24	
95	97	91	88	90	
101	102	107	114	116	
-30	-25	-29	-24	-17	
43	36	33	36	36	
-29	-38	-37	-38	-37	
-28	-33	-30	-37	-27	
17	9	1	-1	-10	
38	41	32	33	32	
6	-4	-2	0	-2	
24	23	32	41	47	
66	56	55	51	58	
39	37	35	42	35	
86	96	90	85	80	
15	18	11	19	26	
13	17	16	17	11	
69	62	70	66	69	
37	46	41	44	41	
64	72	78	81	78	
-27	-30	-29	-28	-24	
-9	-4	-4	-1	-1	
15	13	7	0	-1	
-11	-10	-15	-23	-13	
29	37	37	27	24	
96	94	87	92	89	
48	45	37	41	43	
41	35	42	33	42	
92	85	75	77	69	
30	27	31	28	36	
24	14	21	30	21	
83	92	99	96	93	
90	88	91	95	98	
22	23	23	20	11	
8	0	2	-6	-6	
89	81	80	70	66	
41	46	46	50	51	
-29	-34	-34	-31	-36	
27	18	23	27	34	
79	85	81	75	75	
30	24	28	33	33	
21	27	20	22	22	
