-14	-4	6	10	15	
-8	-4	-6	-14	-15	
-10	-4	-1	6	12	
27	24	30	25	28	
22	19	26	34	24	
0	8	7	16	9	
95	93	84	84	83	
81	87	92	97	102	
26	22	25	25	25	
81	73	77	68	77	
-20	-15	-19	-23	-29	
65	66	60	68	77	
86	82	76	66	73	
10	0	7	-1	8	
63	54	55	63	71	
-5	4	2	5	5	
62	53	48	58	63	
3	-1	-4	0	7	
60	70	76	73	66	
82	76	69	59	60	
-9	-15	-9	-13	-14	
90	97	89	91	91	
82	87	81	71	77	
59	50	60	59	53	
80	84	88	97	89	
52	52	55	48	48	
-24	-14	-18	-9	-15	
69	68	78	77	77	
-14	-22	-12	-11	-16	
64	64	61	61	70	
48	38	44	42	33	
79	86	85	87	85	
81	77	72	74	65	
104	106	100	100	106	
64	71	69	67	68	
-19	-26	-30	-40	-43	
-22	-31	-23	-16	-22	
-7	1	-8	-6	-5	
92	102	97	96	89	
-20	-27	-37	-33	-37	
-21	-31	-30	-31	-38	
78	87	88	78	72	
62	58	64	70	79	
50	59	65	65	64	
87	93	103	102	111	
1	2	5	-1	-11	
96	91	83	84	79	
-17	-19	-26	-30	-35	
104	107	97	101	103	
35	40	39	42	48	
5	7	-1	2	11	
87	90	80	72	77	
84	83	77	69	69	
8	10	15	15	23	
99	106	109	104	111	
103	95	104	110	109	
33	25	24	16	7	
44	49	50	49	43	
12	10	13	12	21	
-4	6	7	8	4	
41	37	33	31	28	
57	63	72	79	69	
105	96	88	80	85	
87	92	87	81	83	
7	4	5	8	2	
15	20	15	12	7	
47	50	45	37	43	
36	39	37	41	46	
56	49	42	51	48	
-5	-3	-9	-4	-8	
51	52	56	54	59	
47	38	47	56	50	
28	35	25	26	33	
98	94	85	91	99	
53	58	55	61	56	
-17	-25	-31	-39	-35	
11	5	2	7	16	
3	11	21	25	20	
25	34	30	25	33	
68	65	68	74	82	
97	98	99	106	108	
25	32	35	43	53	
98	95	102	107	109	
48	45	43	45	46	
-29	-23	-26	-28	-25	
71	64	62	52	42	
86	84	89	96	99	
26	29	32	35	34	
41	37	28	24	14	
35	35	26	16	19	
6	0	-1	-4	5	
23	20	21	22	25	
82	89	94	91	82	
-28	-20	-12	-13	-4	
75	83	76	70	71	
48	56	56	62	61	
-20	-30	-36	-34	-35	
36	41	51	55	58	
75	74	71	61	53	
-25	-35	-36	-36	-35	
